NO_OUVRAGE,date,SURVERSE
4290-01D,2018-07-08,0
4290-01D,2018-07-09,0
4290-01D,2018-07-10,0
4290-01D,2018-07-11,0
4290-01D,2018-07-12,0
4290-01D,2018-07-13,0
4290-01D,2018-07-14,0
4290-01D,2018-07-15,0
4290-01D,2018-07-16,0
4290-01D,2018-07-17,1
4290-01D,2018-07-18,0
4290-01D,2018-07-19,0
4290-01D,2018-07-20,0
4290-01D,2018-07-21,0
4290-01D,2018-07-22,0
4290-01D,2018-07-23,0
4290-01D,2018-07-24,0
4290-01D,2018-07-25,1
4290-01D,2018-07-26,0
4290-01D,2018-07-27,0
4290-01D,2018-07-28,0
4290-01D,2018-07-29,0
4290-01D,2018-07-30,0
4290-01D,2018-07-31,0
4300-01D,2018-07-01,0
4300-01D,2018-07-02,0
4300-01D,2018-07-03,0
4300-01D,2018-07-04,0
4300-01D,2018-07-05,0
4300-01D,2018-07-06,0
4300-01D,2018-07-07,0
4300-01D,2018-07-08,0
4300-01D,2018-07-09,0
4300-01D,2018-07-10,0
4300-01D,2018-07-11,0
4300-01D,2018-07-12,0
4300-01D,2018-07-13,0
4300-01D,2018-07-14,0
4300-01D,2018-07-15,0
4300-01D,2018-07-16,0
4300-01D,2018-07-17,1
4300-01D,2018-07-18,0
4300-01D,2018-07-19,0
4300-01D,2018-07-20,0
4300-01D,2018-07-21,0
4300-01D,2018-07-22,0
4300-01D,2018-07-23,0
4300-01D,2018-07-24,0
4300-01D,2018-07-25,1
4300-01D,2018-07-26,0
4300-01D,2018-07-27,0
4300-01D,2018-07-28,0
4300-01D,2018-07-29,0
4300-01D,2018-07-30,0
4300-01D,2018-07-31,0
4310-01D,2018-07-01,0
4310-01D,2018-07-02,0
4310-01D,2018-07-03,0
4310-01D,2018-07-04,0
4310-01D,2018-07-05,0
4310-01D,2018-07-06,0
4310-01D,2018-07-07,0
4310-01D,2018-07-08,0
4310-01D,2018-07-09,0
4310-01D,2018-07-10,0
4310-01D,2018-07-11,0
4310-01D,2018-07-12,0
4310-01D,2018-07-13,0
4310-01D,2018-07-14,0
4310-01D,2018-07-15,0
4310-01D,2018-07-16,0
4310-01D,2018-07-17,1
4310-01D,2018-07-18,0
4310-01D,2018-07-19,0
4310-01D,2018-07-20,0
4310-01D,2018-07-21,0
4310-01D,2018-07-22,0
4310-01D,2018-07-23,0
4310-01D,2018-07-24,0
4310-01D,2018-07-25,1
4310-01D,2018-07-26,0
4310-01D,2018-07-27,0
4310-01D,2018-07-28,0
4310-01D,2018-07-29,0
4310-01D,2018-07-30,0
4310-01D,2018-07-31,0
4310-02D,2018-07-02,0
4310-02D,2018-07-03,0
4310-02D,2018-07-06,0
4310-02D,2018-07-07,0
4310-02D,2018-07-08,0
4310-02D,2018-07-16,0
4310-02D,2018-07-17,0
4310-02D,2018-07-18,0
4310-02D,2018-07-19,0
4310-02D,2018-07-20,0
4310-02D,2018-07-25,0
4310-02D,2018-07-29,0
4317-01D,2018-07-01,0
4317-01D,2018-07-02,0
4317-01D,2018-07-03,0
4317-01D,2018-07-04,0
4317-01D,2018-07-05,0
4317-01D,2018-07-06,0
4317-01D,2018-07-07,0
4317-01D,2018-07-08,0
4317-01D,2018-07-09,0
4317-01D,2018-07-10,0
4317-01D,2018-07-11,0
4317-01D,2018-07-12,0
4317-01D,2018-07-13,0
4317-01D,2018-07-14,0
4317-01D,2018-07-15,0
4317-01D,2018-07-16,0
4317-01D,2018-07-17,1
4317-01D,2018-07-18,0
4317-01D,2018-07-19,0
4317-01D,2018-07-20,0
4317-01D,2018-07-21,0
4317-01D,2018-07-22,0
4317-01D,2018-07-23,0
4317-01D,2018-07-24,0
4317-01D,2018-07-25,1
4317-01D,2018-07-26,0
4317-01D,2018-07-27,0
4317-01D,2018-07-28,0
4317-01D,2018-07-29,0
4317-01D,2018-07-30,0
4317-01D,2018-07-31,0
4320-01D,2018-07-01,0
4320-01D,2018-07-02,0
4320-01D,2018-07-03,0
4320-01D,2018-07-04,0
4320-01D,2018-07-05,0
4320-01D,2018-07-06,0
4320-01D,2018-07-07,0
4320-01D,2018-07-08,0
4320-01D,2018-07-09,0
4320-01D,2018-07-10,0
4320-01D,2018-07-11,0
4320-01D,2018-07-12,0
4320-01D,2018-07-13,0
4320-01D,2018-07-14,0
4320-01D,2018-07-15,0
4320-01D,2018-07-16,0
4320-01D,2018-07-17,1
4320-01D,2018-07-18,0
4320-01D,2018-07-19,0
4320-01D,2018-07-20,0
4320-01D,2018-07-21,0
4320-01D,2018-07-22,0
4320-01D,2018-07-23,0
4320-01D,2018-07-24,0
4320-01D,2018-07-25,1
4320-01D,2018-07-26,0
4320-01D,2018-07-27,0
4320-01D,2018-07-28,0
4320-01D,2018-07-29,0
4320-01D,2018-07-30,0
4320-01D,2018-07-31,0
4330-01D,2018-07-01,0
4330-01D,2018-07-02,0
4330-01D,2018-07-03,0
4330-01D,2018-07-04,0
4330-01D,2018-07-05,0
4330-01D,2018-07-06,0
4330-01D,2018-07-07,0
4330-01D,2018-07-08,0
4330-01D,2018-07-09,0
4330-01D,2018-07-10,0
4330-01D,2018-07-11,0
4330-01D,2018-07-12,0
4330-01D,2018-07-13,0
4330-01D,2018-07-14,0
4330-01D,2018-07-15,0
4330-01D,2018-07-16,0
4330-01D,2018-07-17,1
4330-01D,2018-07-18,0
4330-01D,2018-07-19,0
4330-01D,2018-07-20,0
4330-01D,2018-07-21,0
4330-01D,2018-07-22,0
4330-01D,2018-07-23,0
4330-01D,2018-07-24,0
4330-01D,2018-07-25,1
4330-01D,2018-07-26,0
4330-01D,2018-07-27,0
4330-01D,2018-07-28,0
4330-01D,2018-07-29,0
4330-01D,2018-07-30,0
4330-01D,2018-07-31,0
4330-02D,2018-07-01,0
4330-02D,2018-07-02,0
4330-02D,2018-07-03,0
4330-02D,2018-07-04,0
4330-02D,2018-07-05,0
4330-02D,2018-07-06,0
4330-02D,2018-07-07,0
4330-02D,2018-07-08,0
4330-02D,2018-07-09,0
4330-02D,2018-07-10,0
4330-02D,2018-07-11,0
4330-02D,2018-07-12,0
4330-02D,2018-07-13,0
4330-02D,2018-07-14,0
4330-02D,2018-07-15,0
4330-02D,2018-07-16,0
4330-02D,2018-07-17,1
4330-02D,2018-07-18,0
4330-02D,2018-07-19,0
4330-02D,2018-07-20,0
4330-02D,2018-07-21,0
4330-02D,2018-07-22,0
4330-02D,2018-07-23,0
4330-02D,2018-07-24,0
4330-02D,2018-07-25,1
4330-02D,2018-07-26,0
4330-02D,2018-07-27,0
4330-02D,2018-07-28,0
4330-02D,2018-07-29,0
4330-02D,2018-07-30,0
4330-02D,2018-07-31,0
4340-01D,2018-07-01,0
4340-01D,2018-07-02,0
4340-01D,2018-07-03,0
4340-01D,2018-07-04,0
4340-01D,2018-07-05,0
4340-01D,2018-07-06,0
4340-01D,2018-07-07,0
4340-01D,2018-07-08,0
4340-01D,2018-07-09,0
4340-01D,2018-07-10,0
4340-01D,2018-07-11,0
4340-01D,2018-07-12,0
4340-01D,2018-07-13,0
4340-01D,2018-07-14,0
4340-01D,2018-07-15,0
4340-01D,2018-07-16,0
4340-01D,2018-07-17,1
4340-01D,2018-07-18,0
4340-01D,2018-07-19,0
4340-01D,2018-07-20,0
4340-01D,2018-07-21,0
4340-01D,2018-07-22,0
4340-01D,2018-07-23,0
4340-01D,2018-07-24,0
4340-01D,2018-07-25,1
4340-01D,2018-07-26,0
4340-01D,2018-07-27,0
4340-01D,2018-07-28,0
4340-01D,2018-07-29,0
4340-01D,2018-07-30,0
4340-01D,2018-07-31,0
4340-02D,2018-07-01,0
4340-02D,2018-07-02,0
4340-02D,2018-07-03,0
4340-02D,2018-07-04,0
4340-02D,2018-07-05,0
4340-02D,2018-07-06,0
4340-02D,2018-07-07,0
4340-02D,2018-07-08,0
4340-02D,2018-07-09,0
4340-02D,2018-07-10,0
4340-02D,2018-07-11,0
4340-02D,2018-07-12,0
4340-02D,2018-07-13,0
4340-02D,2018-07-14,0
4340-02D,2018-07-15,0
4340-02D,2018-07-16,0
4340-02D,2018-07-17,1
4340-02D,2018-07-18,0
4340-02D,2018-07-19,0
4340-02D,2018-07-20,0
4340-02D,2018-07-21,0
4340-02D,2018-07-22,0
4340-02D,2018-07-23,0
4340-02D,2018-07-24,0
4340-02D,2018-07-25,1
4340-02D,2018-07-26,0
4340-02D,2018-07-27,0
4340-02D,2018-07-28,0
4340-02D,2018-07-29,0
4340-02D,2018-07-30,0
4340-02D,2018-07-31,0
4340-03D,2018-07-01,0
4340-03D,2018-07-02,0
4340-03D,2018-07-03,0
4340-03D,2018-07-04,0
4340-03D,2018-07-05,0
4340-03D,2018-07-06,0
4340-03D,2018-07-07,0
4340-03D,2018-07-08,0
4340-03D,2018-07-09,0
4340-03D,2018-07-10,0
4340-03D,2018-07-11,0
4340-03D,2018-07-12,0
4340-03D,2018-07-13,0
4340-03D,2018-07-14,0
4340-03D,2018-07-15,0
4340-03D,2018-07-16,0
4340-03D,2018-07-17,1
4340-03D,2018-07-18,0
4340-03D,2018-07-19,0
4340-03D,2018-07-20,0
4340-03D,2018-07-21,0
4340-03D,2018-07-22,0
4340-03D,2018-07-23,0
4340-03D,2018-07-24,0
4340-03D,2018-07-25,1
4340-03D,2018-07-26,0
4340-03D,2018-07-27,0
4340-03D,2018-07-28,1
4340-03D,2018-07-29,0
4340-03D,2018-07-30,0
4340-03D,2018-07-31,0
4350-01D,2018-07-01,0
4350-01D,2018-07-02,0
4350-01D,2018-07-03,0
4350-01D,2018-07-04,0
4350-01D,2018-07-05,0
4350-01D,2018-07-06,0
4350-01D,2018-07-07,0
4350-01D,2018-07-08,0
4350-01D,2018-07-09,0
4350-01D,2018-07-10,0
4350-01D,2018-07-11,0
4350-01D,2018-07-12,0
4350-01D,2018-07-13,0
4350-01D,2018-07-14,0
4350-01D,2018-07-15,0
4350-01D,2018-07-16,0
4350-01D,2018-07-17,1
4350-01D,2018-07-18,0
4350-01D,2018-07-19,0
4350-01D,2018-07-20,0
4350-01D,2018-07-21,0
4350-01D,2018-07-22,0
4350-01D,2018-07-23,0
4350-01D,2018-07-24,0
4350-01D,2018-07-25,1
4350-01D,2018-07-26,0
4350-01D,2018-07-27,0
4350-01D,2018-07-28,0
4350-01D,2018-07-29,0
4350-01D,2018-07-30,0
4350-01D,2018-07-31,0
4360-01D,2018-07-01,0
4360-01D,2018-07-02,0
4360-01D,2018-07-03,0
4360-01D,2018-07-04,0
4360-01D,2018-07-05,0
4360-01D,2018-07-06,0
4360-01D,2018-07-07,0
4360-01D,2018-07-08,0
4360-01D,2018-07-09,0
4360-01D,2018-07-10,0
4360-01D,2018-07-11,0
4360-01D,2018-07-12,0
4360-01D,2018-07-13,0
4360-01D,2018-07-14,0
4360-01D,2018-07-15,0
4360-01D,2018-07-16,0
4360-01D,2018-07-17,1
4360-01D,2018-07-18,0
4360-01D,2018-07-19,0
4360-01D,2018-07-20,0
4360-01D,2018-07-21,0
4360-01D,2018-07-22,0
4360-01D,2018-07-23,0
4360-01D,2018-07-24,0
4360-01D,2018-07-25,1
4360-01D,2018-07-26,0
4360-01D,2018-07-27,0
4360-01D,2018-07-28,0
4360-01D,2018-07-29,0
4360-01D,2018-07-30,0
4360-01D,2018-07-31,0
4370-01D,2018-07-01,0
4370-01D,2018-07-02,0
4370-01D,2018-07-03,0
4370-01D,2018-07-04,0
4370-01D,2018-07-05,0
4370-01D,2018-07-06,0
4370-01D,2018-07-07,0
4370-01D,2018-07-08,0
4370-01D,2018-07-09,0
4370-01D,2018-07-10,0
4370-01D,2018-07-11,0
4370-01D,2018-07-12,0
4370-01D,2018-07-13,0
4370-01D,2018-07-14,0
4370-01D,2018-07-15,0
4370-01D,2018-07-16,0
4370-01D,2018-07-17,1
4370-01D,2018-07-18,0
4370-01D,2018-07-19,0
4370-01D,2018-07-20,0
4370-01D,2018-07-21,0
4370-01D,2018-07-22,0
4370-01D,2018-07-23,0
4370-01D,2018-07-24,0
4370-01D,2018-07-25,1
4370-01D,2018-07-26,0
4370-01D,2018-07-27,0
4370-01D,2018-07-28,0
4370-01D,2018-07-29,0
4370-01D,2018-07-30,0
4370-01D,2018-07-31,0
4370-02D,2018-07-01,0
4370-02D,2018-07-02,0
4370-02D,2018-07-03,0
4370-02D,2018-07-04,0
4370-02D,2018-07-05,0
4370-02D,2018-07-06,0
4370-02D,2018-07-07,0
4370-02D,2018-07-08,0
4370-02D,2018-07-09,0
4370-02D,2018-07-10,0
4370-02D,2018-07-11,0
4370-02D,2018-07-12,0
4370-02D,2018-07-13,0
4370-02D,2018-07-14,0
4370-02D,2018-07-15,0
4370-02D,2018-07-16,0
4370-02D,2018-07-17,1
4370-02D,2018-07-18,0
4370-02D,2018-07-19,0
4370-02D,2018-07-20,0
4370-02D,2018-07-21,0
4370-02D,2018-07-22,0
4370-02D,2018-07-23,0
4370-02D,2018-07-24,0
4370-02D,2018-07-25,1
4370-02D,2018-07-26,0
4370-02D,2018-07-27,0
4370-02D,2018-07-28,0
4370-02D,2018-07-29,0
4370-02D,2018-07-30,0
4370-02D,2018-07-31,0
4370-03D,2018-07-01,0
4370-03D,2018-07-02,0
4370-03D,2018-07-03,0
4370-03D,2018-07-04,0
4370-03D,2018-07-05,0
4370-03D,2018-07-06,0
4370-03D,2018-07-07,0
4370-03D,2018-07-08,0
4370-03D,2018-07-09,0
4370-03D,2018-07-10,0
4370-03D,2018-07-11,0
4370-03D,2018-07-12,0
4370-03D,2018-07-13,0
4370-03D,2018-07-14,0
4370-03D,2018-07-15,0
4370-03D,2018-07-16,0
4370-03D,2018-07-17,1
4370-03D,2018-07-18,0
4370-03D,2018-07-19,0
4370-03D,2018-07-20,0
4370-03D,2018-07-21,0
4370-03D,2018-07-22,0
4370-03D,2018-07-23,0
4370-03D,2018-07-24,0
4370-03D,2018-07-25,1
4370-03D,2018-07-26,0
4370-03D,2018-07-27,0
4370-03D,2018-07-28,0
4370-03D,2018-07-29,0
4370-03D,2018-07-30,0
4370-03D,2018-07-31,0
4370-04D,2018-07-01,0
4370-04D,2018-07-02,0
4370-04D,2018-07-03,0
4370-04D,2018-07-04,0
4370-04D,2018-07-05,0
4370-04D,2018-07-06,0
4370-04D,2018-07-07,0
4370-04D,2018-07-08,0
4370-04D,2018-07-09,0
4370-04D,2018-07-10,0
4370-04D,2018-07-11,0
4370-04D,2018-07-12,0
4370-04D,2018-07-13,0
4370-04D,2018-07-14,0
4370-04D,2018-07-15,0
4370-04D,2018-07-16,0
4370-04D,2018-07-17,1
4370-04D,2018-07-18,0
4370-04D,2018-07-19,0
4370-04D,2018-07-20,0
4370-04D,2018-07-21,0
4370-04D,2018-07-22,0
4370-04D,2018-07-23,0
4370-04D,2018-07-24,0
4370-04D,2018-07-25,1
4370-04D,2018-07-26,0
4370-04D,2018-07-27,0
4370-04D,2018-07-28,0
4370-04D,2018-07-29,0
4370-04D,2018-07-30,0
4370-04D,2018-07-31,0
4370-05D,2018-07-01,0
4370-05D,2018-07-02,0
4370-05D,2018-07-03,0
4370-05D,2018-07-04,0
4370-05D,2018-07-05,0
4370-05D,2018-07-06,0
4370-05D,2018-07-07,0
4370-05D,2018-07-08,0
4370-05D,2018-07-09,0
4370-05D,2018-07-10,0
4370-05D,2018-07-11,0
4370-05D,2018-07-12,0
4370-05D,2018-07-13,0
4370-05D,2018-07-14,0
4370-05D,2018-07-15,0
4370-05D,2018-07-16,0
4370-05D,2018-07-17,1
4370-05D,2018-07-18,0
4370-05D,2018-07-19,0
4370-05D,2018-07-20,0
4370-05D,2018-07-21,0
4370-05D,2018-07-22,0
4370-05D,2018-07-23,0
4370-05D,2018-07-24,0
4370-05D,2018-07-25,1
4370-05D,2018-07-26,0
4370-05D,2018-07-27,0
4370-05D,2018-07-28,0
4370-05D,2018-07-29,0
4370-05D,2018-07-30,0
4370-05D,2018-07-31,0
4380-01D,2018-07-01,0
4380-01D,2018-07-02,0
4380-01D,2018-07-03,0
4380-01D,2018-07-04,0
4380-01D,2018-07-05,0
4380-01D,2018-07-06,1
4380-01D,2018-07-07,0
4380-01D,2018-07-08,0
4380-01D,2018-07-09,0
4380-01D,2018-07-10,0
4380-01D,2018-07-11,0
4380-01D,2018-07-12,0
4380-01D,2018-07-13,0
4380-01D,2018-07-14,0
4380-01D,2018-07-15,0
4380-01D,2018-07-16,0
4380-01D,2018-07-17,1
4380-01D,2018-07-18,0
4380-01D,2018-07-19,0
4380-01D,2018-07-20,0
4380-01D,2018-07-21,0
4380-01D,2018-07-22,0
4380-01D,2018-07-23,0
4380-01D,2018-07-24,0
4380-01D,2018-07-25,1
4380-01D,2018-07-26,0
4380-01D,2018-07-27,0
4380-01D,2018-07-28,0
4380-01D,2018-07-29,0
4380-01D,2018-07-30,0
4380-01D,2018-07-31,0
4390-01D,2018-07-01,0
4390-01D,2018-07-02,0
4390-01D,2018-07-03,0
4390-01D,2018-07-04,0
4390-01D,2018-07-05,0
4390-01D,2018-07-06,1
4390-01D,2018-07-07,0
4390-01D,2018-07-08,0
4390-01D,2018-07-09,0
4390-01D,2018-07-10,0
4390-01D,2018-07-11,0
4390-01D,2018-07-12,0
4390-01D,2018-07-13,0
4390-01D,2018-07-14,0
4390-01D,2018-07-15,0
4390-01D,2018-07-16,0
4390-01D,2018-07-17,0
4390-01D,2018-07-18,0
4390-01D,2018-07-19,0
4390-01D,2018-07-20,0
4390-01D,2018-07-21,0
4390-01D,2018-07-22,0
4390-01D,2018-07-23,0
4390-01D,2018-07-24,0
4390-01D,2018-07-25,0
4390-01D,2018-07-26,0
4390-01D,2018-07-27,0
4390-01D,2018-07-28,0
4390-01D,2018-07-29,0
4390-01D,2018-07-30,0
4390-01D,2018-07-31,0
4400-01D,2018-07-01,0
4400-01D,2018-07-02,0
4400-01D,2018-07-03,0
4400-01D,2018-07-04,0
4400-01D,2018-07-05,0
4400-01D,2018-07-06,0
4400-01D,2018-07-07,0
4400-01D,2018-07-08,0
4400-01D,2018-07-09,0
4400-01D,2018-07-10,0
4400-01D,2018-07-11,0
4400-01D,2018-07-12,0
4400-01D,2018-07-13,0
4400-01D,2018-07-14,0
4400-01D,2018-07-15,0
4400-01D,2018-07-16,0
4400-01D,2018-07-17,0
4400-01D,2018-07-18,0
4400-01D,2018-07-19,0
4400-01D,2018-07-20,0
4400-01D,2018-07-21,0
4400-01D,2018-07-22,0
4400-01D,2018-07-23,0
4400-01D,2018-07-24,0
4400-01D,2018-07-25,1
4400-01D,2018-07-26,0
4400-01D,2018-07-27,0
4400-01D,2018-07-28,0
4400-01D,2018-07-29,0
4400-01D,2018-07-30,0
4400-01D,2018-07-31,0
4400-02D,2018-07-01,0
4400-02D,2018-07-02,0
4400-02D,2018-07-03,0
4400-02D,2018-07-04,0
4400-02D,2018-07-05,0
4400-02D,2018-07-06,0
4400-02D,2018-07-07,0
4400-02D,2018-07-08,0
4400-02D,2018-07-09,0
4400-02D,2018-07-10,0
4400-02D,2018-07-11,0
4400-02D,2018-07-12,0
4400-02D,2018-07-13,0
4400-02D,2018-07-14,0
4400-02D,2018-07-15,0
4400-02D,2018-07-16,0
4400-02D,2018-07-17,1
4400-02D,2018-07-18,0
4400-02D,2018-07-19,0
4400-02D,2018-07-20,0
4400-02D,2018-07-21,0
4400-02D,2018-07-22,0
4400-02D,2018-07-23,0
4400-02D,2018-07-24,0
4400-02D,2018-07-25,1
4400-02D,2018-07-26,0
4400-02D,2018-07-27,0
4400-02D,2018-07-28,0
4400-02D,2018-07-29,0
4400-02D,2018-07-30,0
4400-02D,2018-07-31,0
4420-01D,2018-07-01,0
4420-01D,2018-07-02,0
4420-01D,2018-07-03,0
4420-01D,2018-07-04,0
4420-01D,2018-07-05,0
4420-01D,2018-07-06,0
4420-01D,2018-07-07,0
4420-01D,2018-07-08,0
4420-01D,2018-07-09,0
4420-01D,2018-07-10,0
4420-01D,2018-07-11,0
4420-01D,2018-07-12,0
4420-01D,2018-07-13,0
4420-01D,2018-07-14,0
4420-01D,2018-07-15,0
4420-01D,2018-07-16,0
4420-01D,2018-07-17,1
4420-01D,2018-07-18,0
4420-01D,2018-07-19,0
4420-01D,2018-07-20,0
4420-01D,2018-07-21,0
4420-01D,2018-07-22,0
4420-01D,2018-07-23,0
4420-01D,2018-07-24,0
4420-01D,2018-07-25,1
4420-01D,2018-07-26,0
4420-01D,2018-07-27,0
4420-01D,2018-07-28,0
4420-01D,2018-07-29,0
4420-01D,2018-07-30,0
4420-01D,2018-07-31,0
4420-02D,2018-07-01,0
4420-02D,2018-07-02,0
4420-02D,2018-07-03,0
4420-02D,2018-07-04,0
4420-02D,2018-07-05,0
4420-02D,2018-07-06,0
4420-02D,2018-07-07,0
4420-02D,2018-07-08,0
4420-02D,2018-07-09,0
4420-02D,2018-07-10,0
4420-02D,2018-07-11,0
4420-02D,2018-07-12,0
4420-02D,2018-07-13,0
4420-02D,2018-07-14,0
4420-02D,2018-07-15,0
4420-02D,2018-07-16,0
4420-02D,2018-07-17,0
4420-02D,2018-07-18,0
4420-02D,2018-07-19,0
4420-02D,2018-07-20,0
4420-02D,2018-07-21,0
4420-02D,2018-07-22,0
4420-02D,2018-07-23,0
4420-02D,2018-07-24,0
4420-02D,2018-07-25,0
4420-02D,2018-07-26,0
4420-02D,2018-07-27,0
4420-02D,2018-07-28,0
4420-02D,2018-07-29,0
4420-02D,2018-07-30,0
4420-02D,2018-07-31,0
4430-01D,2018-07-01,0
4430-01D,2018-07-02,0
4430-01D,2018-07-03,0
4430-01D,2018-07-04,0
4430-01D,2018-07-05,0
4430-01D,2018-07-06,0
4430-01D,2018-07-07,0
4430-01D,2018-07-08,0
4430-01D,2018-07-09,0
4430-01D,2018-07-10,0
4430-01D,2018-07-11,0
4430-01D,2018-07-12,0
4430-01D,2018-07-13,0
4430-01D,2018-07-14,0
4430-01D,2018-07-15,0
4430-01D,2018-07-16,0
4430-01D,2018-07-17,0
4430-01D,2018-07-18,0
4430-01D,2018-07-19,0
4430-01D,2018-07-20,0
4430-01D,2018-07-21,0
4430-01D,2018-07-22,0
4430-01D,2018-07-23,0
4430-01D,2018-07-24,0
4430-01D,2018-07-25,0
4430-01D,2018-07-26,0
4430-01D,2018-07-27,0
4430-01D,2018-07-28,0
4430-01D,2018-07-29,0
4430-01D,2018-07-30,0
4430-01D,2018-07-31,0
4430-02D,2018-07-01,0
4430-02D,2018-07-02,0
4430-02D,2018-07-03,0
4430-02D,2018-07-04,0
4430-02D,2018-07-05,0
4430-02D,2018-07-06,0
4430-02D,2018-07-07,0
4430-02D,2018-07-08,0
4430-02D,2018-07-09,0
4430-02D,2018-07-10,0
4430-02D,2018-07-11,0
4430-02D,2018-07-12,0
4430-02D,2018-07-13,0
4430-02D,2018-07-14,0
4430-02D,2018-07-15,0
4430-02D,2018-07-16,0
4430-02D,2018-07-17,1
4430-02D,2018-07-18,0
4430-02D,2018-07-19,0
4430-02D,2018-07-20,0
4430-02D,2018-07-21,0
4430-02D,2018-07-22,0
4430-02D,2018-07-23,0
4430-02D,2018-07-24,0
4430-02D,2018-07-25,1
4430-02D,2018-07-26,0
4430-02D,2018-07-27,0
4430-02D,2018-07-28,0
4430-02D,2018-07-29,0
4430-02D,2018-07-30,0
4430-02D,2018-07-31,0
4430-03D,2018-07-01,0
4430-03D,2018-07-02,0
4430-03D,2018-07-03,0
4430-03D,2018-07-04,0
4430-03D,2018-07-05,0
4430-03D,2018-07-06,0
4430-03D,2018-07-07,0
4430-03D,2018-07-08,0
4430-03D,2018-07-09,0
4430-03D,2018-07-10,0
4430-03D,2018-07-11,0
4430-03D,2018-07-12,0
4430-03D,2018-07-13,0
4430-03D,2018-07-14,0
4430-03D,2018-07-15,0
4430-03D,2018-07-16,0
4430-03D,2018-07-17,0
4430-03D,2018-07-18,0
4430-03D,2018-07-19,0
4430-03D,2018-07-20,0
4430-03D,2018-07-21,0
4430-03D,2018-07-22,0
4430-03D,2018-07-23,0
4430-03D,2018-07-24,0
4430-03D,2018-07-25,0
4430-03D,2018-07-26,0
4430-03D,2018-07-27,0
4430-03D,2018-07-28,0
4430-03D,2018-07-29,0
4430-03D,2018-07-30,0
4430-03D,2018-07-31,0
4430-04D,2018-07-01,0
4430-04D,2018-07-02,0
4430-04D,2018-07-03,0
4430-04D,2018-07-04,0
4430-04D,2018-07-05,0
4430-04D,2018-07-06,0
4430-04D,2018-07-07,0
4430-04D,2018-07-08,0
4430-04D,2018-07-09,0
4430-04D,2018-07-10,0
4430-04D,2018-07-11,0
4430-04D,2018-07-12,0
4430-04D,2018-07-13,0
4430-04D,2018-07-14,0
4430-04D,2018-07-15,0
4430-04D,2018-07-16,0
4430-04D,2018-07-17,1
4430-04D,2018-07-18,0
4430-04D,2018-07-19,0
4430-04D,2018-07-20,0
4430-04D,2018-07-21,0
4430-04D,2018-07-22,0
4430-04D,2018-07-23,0
4430-04D,2018-07-24,0
4430-04D,2018-07-25,1
4430-04D,2018-07-26,0
4430-04D,2018-07-27,0
4430-04D,2018-07-28,0
4430-04D,2018-07-29,0
4430-04D,2018-07-30,0
4430-04D,2018-07-31,0
4430-05D,2018-07-01,0
4430-05D,2018-07-02,0
4430-05D,2018-07-03,0
4430-05D,2018-07-04,0
4430-05D,2018-07-05,0
4430-05D,2018-07-06,0
4430-05D,2018-07-07,0
4430-05D,2018-07-08,0
4430-05D,2018-07-09,0
4430-05D,2018-07-10,0
4430-05D,2018-07-11,0
4430-05D,2018-07-12,0
4430-05D,2018-07-13,0
4430-05D,2018-07-14,0
4430-05D,2018-07-15,0
4430-05D,2018-07-16,0
4430-05D,2018-07-24,0
4430-05D,2018-07-25,1
4430-05D,2018-07-26,0
4430-05D,2018-07-27,0
4430-05D,2018-07-28,0
4430-05D,2018-07-29,0
4430-05D,2018-07-30,0
4430-05D,2018-07-31,0
4430-06D,2018-07-01,0
4430-06D,2018-07-02,0
4430-06D,2018-07-03,0
4430-06D,2018-07-04,0
4430-06D,2018-07-05,0
4430-06D,2018-07-06,0
4430-06D,2018-07-07,0
4430-06D,2018-07-08,0
4430-06D,2018-07-09,0
4430-06D,2018-07-10,0
4430-06D,2018-07-11,0
4430-06D,2018-07-12,0
4430-06D,2018-07-13,0
4430-06D,2018-07-14,0
4430-06D,2018-07-15,0
4430-06D,2018-07-16,0
4430-06D,2018-07-17,0
4430-06D,2018-07-18,0
4430-06D,2018-07-19,0
4430-06D,2018-07-20,0
4430-06D,2018-07-21,0
4430-06D,2018-07-22,0
4430-06D,2018-07-23,0
4430-06D,2018-07-24,0
4430-06D,2018-07-25,0
4430-06D,2018-07-26,0
4430-06D,2018-07-27,0
4430-06D,2018-07-28,0
4430-06D,2018-07-29,0
4430-06D,2018-07-30,0
4430-06D,2018-07-31,0
4520-01D,2018-07-01,0
4520-01D,2018-07-02,0
4520-01D,2018-07-03,0
4520-01D,2018-07-04,0
4520-01D,2018-07-05,0
4520-01D,2018-07-06,0
4520-01D,2018-07-07,0
4520-01D,2018-07-08,0
4520-01D,2018-07-09,0
4520-01D,2018-07-10,0
4520-01D,2018-07-11,0
4520-01D,2018-07-12,0
4520-01D,2018-07-13,0
4520-01D,2018-07-14,0
4520-01D,2018-07-15,0
4520-01D,2018-07-16,0
4520-01D,2018-07-17,1
4520-01D,2018-07-18,0
4520-01D,2018-07-19,0
4520-01D,2018-07-20,0
4520-01D,2018-07-21,0
4520-01D,2018-07-22,0
4520-01D,2018-07-23,0
4520-01D,2018-07-24,0
4520-01D,2018-07-25,0
4520-01D,2018-07-26,0
4520-01D,2018-07-27,0
4520-01D,2018-07-28,0
4520-01D,2018-07-29,0
4520-01D,2018-07-30,0
4520-01D,2018-07-31,0
4530-02D,2018-07-01,0
4530-02D,2018-07-02,0
4530-02D,2018-07-03,0
4530-02D,2018-07-04,0
